nome;preco;descricao
Nestlé Biscoito Negresco Coberto de Chocolate;R$ 7,19;1 X 120 g
Oreo Biscoito Sabor Chocolate com Recheio Sabor Baunilha;R$ 1,89;1 X 36 g
Biscoito Salgado Piraque Presuntinho 100g;R$ 4,89;1 X 100 g
Yoki Batata Palha Extra Fina;R$ 7,89;1 X 100.0 g
Combo Lays Classica + Kero Coco;R$ 45,26;
Combo Lays Sour Cream + Kero Coco;R$ 31,57;
Combo Doritos Nacho + Lays Classica + Kero Coco;R$ 31,37;
Elma Chips Salgadinho Onda Requeijão Cheetos;R$ 3,99;1 X 45 g
Pringles Salgadinho de Batata Sabor Original;R$ 14,49;1 X 104 g
Salgadinho Presunto Elma Chips Fandangos 45G;R$ 3,99;1 X 45 g
6 x Salgadinho de Milho Sabor Onda de Requeijão Cheetos 45 g;R$ 25,14;
5 x Salgadinho de Milho Sabor Onda de Requeijão Cheetos 45  g;R$ 20,95;
Doritos Salgadinho Queijo Nacho;R$ 9,21;1 X 84 g
6 x Doritos Queijo Nachos 84 g;R$ 58,14;
5 x Doritos Queijo Nachos 84 g;R$ 48,45;
6 x Salgadinho Sabor Presunto Fandangos;R$ 25,14;
5 x Salgadinho Sabor Presunto Fandangos;R$ 20,95;
Doritos Salgadinho Queijo Nacho;R$ 11,73;1 X 140 g
Salgadinho Lua Parmesão Elma Chips Cheetos 40G;R$ 4,19;1 X 40.0 g
Ovinhos de Amendoim Elma Chips 170 g;R$ 8,28;1 X 170 g
Elma Chips Batata Palha Tradicional;R$ 7,99;1 X 100 g
Elma Chips Salgadinho de Trigo Stiksy;R$ 6,59;1 X 120.0 g
Doritos Salgadinho Sabor Queijo Nacho;R$ 22,52;1 X 300 g
3 x Amendoim Ovinho Elma Chips 170 g;R$ 27,57;
5 x Amendoim Ovinho Elma Chips 170 g;R$ 45,95;
6 x Salgadinho de Milho Lua Parmesão Cheetos 40 g;R$ 25,14;
5x Salgadinho de Milho Lua Parmesão Cheetos;R$ 20,95;
Salgadinho Queijo Elma Chips Fandangos 45G;R$ 3,99;1 X 45 g
Amendoim Japonês Elma Chips 145G;R$ 8,09;1 X 145 g
5 x Amendoim Japonês Elma Chips 145 g;R$ 44,95;
3 x Amendoim Japonês Elma Chips 145 g;R$ 26,97;
Batata Lisa Classica Lays 135 g;R$ 13,29;135 g
Elma Chips Batata Palha Extrafina 90 g;R$ 7,99;1 X 90 g
Cheetos Salgadinho de Milho Onda Requeijão;R$ 11,79;1 X 140.0 g
6 x Batata Frita Lisa Sal e Vinagre Lays 80 g;R$ 59,34;
5 x Batata Frita Lisa Sal e Vinagre Lays 80 g;R$ 49,45;
6 x Batata Frita Lisa Clássica Lays 80 g;R$ 59,34;
6 x Salgadinho Queijo Nacho Doritos 45 g;R$ 38,94;
5 x Salgadinho Queijo Nacho Doritos;R$ 32,45;
Elma Chips Salgadinho Bacon Pingo Douro;R$ 6,47;1 X 120 g
5 x Batata Rústica Sabor Sal Marinho Lays 68 g;R$ 49,45;
6 x Batata Rústica Sabor Sal Marinho Lays 68 g;R$ 59,34;
Salgadinho Queijo Nacho Doritos 45G;R$ 6,17;1 X 45 g
5 x Batata Lisa Sour Cream Lays;R$ 49,45;
6 x Batata Lisa Sour Cream Lays 80 g;R$ 59,34;
5 x Salgadinho de Milho Original Dippas Doritos;R$ 48,45;
6 x Salgadinho de Milho Original Dippas Doritos 84 g;R$ 58,14;
Batata Frita Ondulada Original Elma Chips Ruffles 76 g;R$ 9,11;1 X 76 g
Elma Chips Ovinhos de Amendoim;R$ 15,55;1 X 400 g
5x Salgadinho Sabor Queijo Fandangos;R$ 20,95;
6 x Salgadinho Sabor Queijo Fandangos 45 g;R$ 25,14;
Elma Chips Salgadinho de Milho Fandangos Sabor Presunto;R$ 10,34;1 X 140.0 g
Batata Frita Ondulada Original Elma Chips Ruffles 40G;R$ 5,39;1 X 40.0 g
Elma Chips Salgadinho Cheetos Lua Parmesão;R$ 10,34;1 X 125 g
Elma Chips Batata Palha Tradicional 215 g;R$ 16,46;1 X 215 g
3 x Salgadinho Sabor Presunto Fandangos 140 g;R$ 34,47;
5 x Salgadinho Sabor Presunto Fandangos 140 g;R$ 57,45;
Salgadinho Queijo Nacho Doritos 210G;R$ 16,15;1 X 210 g
Roots To Go Chips de Mandioca e Batata Doce;R$ 7,29;1 X 45 g
5 x Batata Lisa Sabor Peito Peru Sensações 40 g;R$ 33,95;
6 x Batata Lisa Sabor Peito Peru Sensações 40 g;R$ 40,74;
Cheetos Bola;R$ 4,19;37 g
Batata Frita Lays Rústica Sal Marinho 68 g;R$ 8,90;1 X 68 g
Bold Barra de Proteína Sabor Trufa de Chocolate;R$ 13,99;1 X 60 g
Bold Barra de Proteína Paçoca e Chocolate;R$ 13,99;1 X 60.0 g
Bold Barra de Proteína Bombom Crocante;R$ 13,99;1 X 20 g
Muke Barra de Proteína Mukebar Cookies'n Cream;R$ 17,79;1 X 60 g
Nutry Barra de Frutas Coco com Cobertura de Chocolate;R$ 6,99;1 X 57 g
Bio2 Barra de Proteína Vegana Baunilha e Pasta de Amendoim;R$ 11,99;1 X 45 g
&Joy Barra de Nuts Avelã e Nibs de Cacau Zero Adição de Açúcar;R$ 10,79;2 X 25 g
Mais Mu Chocowheyfer Baunilha;R$ 9,89;1 X 25 g
Bio2 Barra de Proteína Alfarroba e Pasta de Amendoim;R$ 11,99;1 X 45 g
&Joy Barra Zero Açúcar Banana, Damasco E Nozes;R$ 10,79;1 X 50 g
Nutry Barra de Frutas Banana com Chocolate;R$ 6,99;1 X 60 g
Maracuja Treton Barra Mousse;R$ 7,90;1 Und
Taeq Barra De Frutas;R$ 5,99;1 X 66 g
Mãe Terra Barra De Cereais Fit Nuts Coco;R$ 5,19;1 X 25 g
Mãe Terra Barra de Cereais Fit Nuts Banana;R$ 5,19;1 X 25 g
Taeq Barra Nuts Coco E Cranberry 50G;R$ 6,19;50 g
Mãe Terra Barra de Proteína Vegana Cacau e Castanhas;R$ 9,99;1 X 40 g
Taeq Barra Nuts Aveia E Passas 50G;R$ 6,19;50 g
Taeq Barra Salgada Pimenta Preta E Orégano;R$ 6,19;1 X 50 g
Latan Paçoca Whey Protein Chocolate Zero;R$ 16,99;1 X 3 Und
Tq Barra Nuts Mac;R$ 7,39;1 Und
Tq Barra Nuts Ameixa;R$ 5,99;1 Und
Aviação Doce de Leite Pastoso;R$ 17,79;1 X 400 g
Santa Helena Doce de Amendoim Paçoquita;R$ 24,99;1 X 350 g
Predilecta Goiabada Zero Açúcar;R$ 20,79;1 X 300 g
Doce De Leite Qualita;R$ 19,99;1 X 410 g
Santa Helena Paçoquita Coberta Com Chocolate;R$ 17,49;1 X 144 g
Amendoim Qualitá Doce;R$ 8,29;1 X 140 g
Guimaraes Pe De Moleque Quero Mais;R$ 6,99;100 g
Santa Helena Paçoquita Doce de Amendoim Cremoso;R$ 19,99;1 X 180 g
Paçoca em Rolha Zero Açúcar Qualitá;R$ 18,79;1 X 180.0 g
Sococo Doce De Coco Branco;R$ 12,99;1 X 335 g
St. Dalfour Geleia de Cereja;R$ 35,99;1 X 284 g
Rocca Doce de Leite com Cafe;R$ 32,49;1 X 450 g
Queensberry Geléia Diet Goiaba;R$ 22,99;1 X 280 g
Goiabada Caseira Amore Pote 300g;R$ 8,29;300 g
Homemade Geleia Morango;R$ 22,99;1 X 320 g
Nha Tuca Goiabada Cascao;R$ 31,99;1 X 400 g
Tío Paco Tremoço em Conserva;R$ 6,49;1 X 200 g
Yoki Paçoquinha Tablete;R$ 30,99;1 X 352 g
Yoki Paçoquinha de Amendoim Tipo Rolha;R$ 30,49;1 X 1.0 Kg
Queensberry Geleia Agridoce De Alho Caramelizada;R$ 19,99;1 X 310 g
Homemade Geléia Frutas Amarelas;R$ 22,99;320 g
Queensberry Geleia Agridoce Gourmet Menta Hortelã;R$ 20,49;1 X 320 g
Amore Goiabada Cascão De Colher Cremosa;R$ 22,49;1 X 400 g
Amore Goiabada Lisa;R$ 19,49;1 X 1.01 Kg
Real Tesouro Cocada Cremosa;R$ 43,99;1 X 400 g
Bonne Maman Geléia Frutas Vermelhas;R$ 34,99;1 X 370 g
Bonne Maman Geleia De Framboesa;R$ 33,49;1 X 370 g
Amore Goiabada Tipo Caseira;R$ 18,79;1 X 600 g
Tesouro Real Bananada Cremosa Zero;R$ 35,99;1 X 400 g
Qualitá Geleia de Amora;R$ 17,79;1 X 230 g
Oderich Pessegada Premium;R$ 24,49;1 X 450 g
Biscoitone Suspiro Caseiro;R$ 5,89;100 g
Geleia Goiaba Zero Taeq;R$ 31,49;1 x 200 g
Biscoito Recheio Chocolate Branco Com Geleia De Limão Siciliano Adria Tortinhas Crostata Pacote 80G;R$ 3,39;1 X 80 g
Santa Helena Doce de Amendoim Original;R$ 11,49;1 X 210 g
Santa Helena Paçoquita Diet;R$ 17,29;1 X 176.0 g
Sadia Filé de Peito de Frango Congelado;R$ 18,49;1 Kg
Sadia Sobrecoxa de Frango Congelado;R$ 16,69;1 Kg
Copacol Filézinho Sassami de Frango;R$ 22,69;1 Kg
Super Frango Filé de Peito Congelado;R$ 21,90;1 Kg
Sadia Coxa e Sobrecoxa Desossada;R$ 25,69;1 Kg
Sadia Filé de Peito de Frango;R$ 26,99;1 Kg
Sadia Coxinhas das Asas de Frango;R$ 17,99;1 Kg
Sadia Coxa de Frango Congelada;R$ 14,99;1 Kg
Seara Filé de Peito Congelado;R$ 17,90;1 Kg
Super Frango Frango à Passarinho Congelado;R$ 15,90;1 Kg
Seara Filezinho Peito de Frango Sassami Congelados;R$ 21,99;1 Kg
Korin Filé Peito de Frango sem Antibiótico;R$ 31,99;600 g
Sadia Sobrecoxas de Frango Temperadas Frango Fácil no Forno;R$ 13,69;800 g
Bife de Filé de Frango Resfriado;R$ 75,64/u;Aprox. 2711g/pct
Korin Filé de Peito de Frango Orgânico Congelado;R$ 39,90;600 g
Sadia Empanado de Frango Crocante Nuggets;R$ 12,90;300 g
Seara Sobrecoxa de Frango;R$ 17,39;1 Kg
Seara Ave Fiesta Assa Facil Congelado;R$ 71,06/u;Aprox. 3400g/pct
Korin Sobrecoxa de Frango Orgânico;R$ 24,69;600 g
Super Frango Coxinhas de Asas;R$ 21,99;1 Kg
Seara Coxinha da Asa Frango;R$ 19,99;1 Kg
Sadia Frango a Passarinho Congelado;R$ 16,39;1 Kg
Copacol Filé de Peito de Frango Moído;R$ 11,99;500 g
Perdigão Empanado de Frango Mini Chicken Tradicional;R$ 10,69;275 g
Filé de Peito de Frango na Bandeja;R$ 22,41/u;Aprox. 900g/ud
Sadia Sobrecoxa de Frango Bio;R$ 20,99;1 Kg
Perdigão Coxinha da Asa Temperada ao Molho de Mostarda na Brasa;R$ 18,69;800 g
Seara Filé de Peito de Frango Orgânico;R$ 44,69;600 g
Perdigão Peru Temper. Congelado;R$ 14,90/kg;A partir de 500g
Sadia Filezinho (Sassami) de Frango Bio;R$ 29,69;1 Kg
Perdigão Filezinho de Frango Sassami Congelado;R$ 18,39;800 g
Sadia Coxa de Frango Fácil Congelada;R$ 13,69;800 g
Perdigão Sobrecoxa de Frango Temperada ao Molho Chimichurri;R$ 14,99;800 g
Sadia Coração de Frango Congelado;R$ 42,69;1 Kg
Seara Empanado à Base de Carne de Frango Tekitos;R$ 31,90;1 Kg
Sobrecoxa Frango Sem Pele Resfriado;R$ 4,78/u;Aprox. 300g/ud
Korin Sobrecoxa de Frango;R$ 13,39;600 g
Sadia Coxa e Sobrecoxa Desossada de Frango;R$ 27,69;1 Kg
Korin Frango Sobrecoxa Congelado;R$ 24,69;1 Kg
Sobrecoxa Frango Resfriado(Coxa);R$ 4,17/u;Aprox. 350g/ud
Seara Coxa De Frango;R$ 16,39;1 Kg
Korin Coxa de Frango Congelada;R$ 7,59;600 g
Strogonoff de Filé de Frango Resfriado;R$ 24,90/kg;A partir de 800g
Korin Coxa de Frango;R$ 15,69;600 g
Perdigão Coxinha Da Asa Tempero Assa Fácil;R$ 19,39;1 Kg
Cubos Filé De Peito De Frango Resfriado Bandeja;R$ 14,99/u;Aprox. 500g/pct
Seara Peito de Peru Levissimo;R$ 46,90/kg;A partir de 500g
Seara Filezinho de Peito de Frango Orgânico Congelado;R$ 37,99;600 g
Sadia Frango a Passarinho Temperado Congelado;R$ 14,69;1 Kg
Coração Frango Resfriado;R$ 45,64/kg;A partir de 500g
Seara Filé de Peito de Frango da Granja;R$ 29,69;1 Kg
Peito de Frango Com Osso Resfriado;R$ 15,02/u;Aprox. 900g/ud
Perdigão Coração Frango na Brasa Congelado Temperado Molho Shoyu;R$ 42,99;800 g
Super Frango Filezinho Sassami Congelado;R$ 25,69;1 Kg
Seara Filezinho de Frango Congelado Da Granja;R$ 27,99;1 Kg
Seara Filé de Coxa e Sobrecoxa de Frango Orgânico;R$ 25,69;600 g
Seara Linguiça de Frango com Bacon Gourmet;R$ 26,90;500 g
Coxinha da Asa Frango Resfriada;R$ 15,90/kg;A partir de 500g
Coxa Frango Resfriado K;R$ 3,81/u;Aprox. 300g/ud
Korin Drummete Coxinhas Das Asas de Frango;R$ 25,69;600 g
Filé Mignon Para Strogonoff;R$ 36,75/u;Aprox. 350g/pct
Lombo Suíno Congelado Sadia;R$ 29,85/u;Aprox. 1500g/pct
Contra Filé em Bife;R$ 32,42/u;Aprox. 580g/ud
Medalhão Filé de Mignom Bovino Resfriado;R$ 62,99/u;Aprox. 600g/pct
Qualitá Lombo Suino Temperado Congelado 1 Kg;R$ 17,90/kg;A partir de 1000g
Maturatta Picanha Bovina;R$ 133,87/u;Aprox. 1340g/pct
Maturatta Coração da Alcatra Bovino;R$ 84,47/u;Aprox. 1300g/pct
Picanha À Vácuo Fatiata;R$ 59,90/kg;A partir de 1010g
Patinho Bovino Refrigerado;R$ 45,90/kg;A partir de 1000g
Maturatta Entrecôte Contra Filé Bovino Resfriado;R$ 78,23/u;Aprox. 1306g/pct
Carne Moída Patinho;R$ 52,48/kg;Desde 1500g
Filé Mignon Bovino Extra Limpo Resfriado;R$ 110,55/u;Aprox. 1053g/pct
Bife Coxão Mole Bovino Resfriado;R$ 32,96/u;Aprox. 718g/ud
Costelinha de Tambaqui Fresco;R$ 52,29/kg;A partir de 500g
Bovino Coração;R$ 7,90/kg;A partir de 500g
Patinho Bovino Resfriado Bife;R$ 27,54/u;Aprox. 600g/ud
Fraldinha Bovina Resfriada A Vácuo;R$ 124,99/kg;A partir de 1200g
Entrecôte (Contrafilé) Bovino Montana;R$ 92,94/u;Aprox. 1430g/pct
Contra Filé Bov Cong;R$ 55,90/u;Aprox. 1000g/pct
Panceta Suína Sem Osso Bandeja;R$ 16,89/u;Aprox. 550g/pct
Peito Fiesta Recheado Ervas Congelado 1 Kg;R$ 24,90/kg;A partir de 1000g
Maturatta Contra File De;R$ 83,60/u;Aprox. 1196g/pct
Contra Filé de Chorizo Bassi;R$ 39,90;500 g
Friboi Maminha Da Alcatra Bov Resf;R$ 78,39/u;Aprox. 1400g/pct
Filé Mignon Bovino Resfriado Bife;R$ 89,90/kg;A partir de 500g
Maminha Bovina Resfriado Extra Limpa Bassi;R$ 81,89/u;Aprox. 1300g/pct
Fígado Bovino Bife;R$ 5,80/u;Aprox. 450g/ud
Maturatta File Mignon Bov Cong;R$ 159,23/u;Aprox. 1610g/pct
Perdigão Hambúrguer Bovino;R$ 23,90;672 g
Lagarto Bov Resf;R$ 42,90/kg;A partir de 500g
Mocoto Bovino;R$ 0,56/u;Aprox. 40g/ud
Qualitá Costela Suína;R$ 19,99;300 g
Bassi Picanha Bovina Resfriada Extra Limpa;R$ 143,88/u;Aprox. 1200g/ud
Costela Suina Resfriada;R$ 22,90/kg;A partir de 500g
Bassi Fraldinha Bovina Extra Limpa;R$ 90,87/u;Aprox. 1300g/pct
Bisteca Suína Fatiada Congelado Sadia;R$ 21,90;1 Und
Maminha da Alcatra Bovina Resfriado;R$ 36,39/u;Aprox. 650g/pct
Escalope Filé Mignon Bovino Resfriado;R$ 31,50/u;Aprox. 300g/pct
Coxão Duro Bovino Resfriado Bife;R$ 42,90/kg;A partir de 500g
Alcatra Suína;R$ 32,90/kg;A partir de 500g
Qualitá Hambúrguer de Carne Bovina;R$ 21,69;560 g
File Mignon Suíno Balcão;R$ 38,90/kg;A partir de 500g
Costela Suína Temperada;R$ 26,90;1 Und
Wessel Hambúrguer Bovino de Fraldinha;R$ 28,49;360 g
Bucho Bovino;R$ 24,15/u;Aprox. 350g/ud
Maturatta Cupim Bov Resf;R$ 64,90/u;Aprox. 1000g/pct
Seara Polpetone Bovino á Milanesa Gourmet;R$ 33,90;320 g
Picanha Bovina B;R$ 79,90/kg;A partir de 1410g
Picanha Suína Resfriada;R$ 28,99/kg;A partir de 100g
Carne Bovina Jerked Beef Dianteiro Qualitá;R$ 18,90;400 g
Lombo Suíno Fatiado Resfriado(Corte);R$ 30,69/kg;A partir de 1000g
Filé Mignon Suíno;R$ 29,90/kg;A partir de 570g
Patinho Bovino Resfriado Peça Vácuo;R$ 45,90/kg;A partir de 1000g
Filé Mignon Bovino Resfriado;R$ 89,99/kg;A partir de 560g
Bife Lagarto Bovino Resfriado;R$ 17,16/u;Aprox. 400g/pct
Friboi Cupim Bov Resf;R$ 38,69/kg;A partir de 1000g
Costela Suína Fatiada ResfriadoCorte;R$ 27,99/kg;A partir de 500g
Carne Para Molho Bovino Resfriado;R$ 17,04/u;Aprox. 390g/ud
Cg Fraldinha Suína Confraria Grill;R$ 17,19/u;Aprox. 560g/pct
Maturatta Prime Rib Cong;R$ 43,40/u;Aprox. 690g/pct
Sardinha Fresca Media;R$ 19,90/kg;A partir de 500g
Posta Tambaqui Fresca;R$ 42,90/kg;A partir de 500g
Copacol Filé de Tilápia sem Pele Congelada;R$ 33,90;400 g
Filé  De Tambaqui Fco;R$ 75,99/kg;A partir de 500g
Carpaccio De Salmao Fco;R$ 118,99/kg;A partir de 500g
Damm Carpaccio de Salmão;R$ 33,90;100 g
Filé de Tilápia Congelado Qualitá;R$ 42,90;500 g
Filé Tilápia;R$ 69,99/kg;A partir de 200g
Frescatto Kani Kama Congelado;R$ 12,99;200 g
Damm Kani Kama à Vácuo;R$ 20,99;250 g
Frescatto Filé De Merluza Congelado;R$ 45,90;500 g
Frescatto Linguado em Filé Congelado;R$ 52,90;500 g
Frescatto Lombo de Salmão Congelado;R$ 169,90;700 g
Atlantico Salmao  Fresco 1 Kg;R$ 49,99/kg;A partir de 1000g
Cam Cz Coz Evisc 2640 Fisgo;R$ 83,99;350 g
Copacol Iscas de Filé de Tilápia Empanada;R$ 29,99;300 g
Frescatto Mexilhão Limpo;R$ 39,90;400 g
Fisgo Camarão Cinza Cozido Eviscerado;R$ 62,90;350 g
Camarão Médio Qualitá;R$ 69,90;400 g
Polaca Peixe Salg Tipo Bac;R$ 59,90/kg;A partir de 500g
Tours Conservas Atum Pedaços em Óleo Comestível e Salmoura;R$ 22,99;180 g
Tambaqui Inteiro;R$ 21,90/kg;A partir de 1500g
Jessy Filé de Merluza;R$ 25,90;1 Und
Qualitá Salmão em Pedaços;R$ 69,90;500 g
Buona Pesca Filé De Pangasius;R$ 35,90;800 g
Riberalves Lombo de Bacalhau Morhua Dessalgado Congelado;R$ 149,90;1 Kg
Camarão Cinza Inteiro;R$ 52,90/u;Aprox. 1000g/ud
Robinson Crusoé Pack Atum ao Natura Pedaços;R$ 25,36;3 Und
Noronha Filé Merluza Argentina Congelado;R$ 42,90;800 g
Filé de Salmao Com Pele;R$ 78,90/kg;A partir de 500g
Riberalves Bolinho de Bacalhau Congelado;R$ 29,90;360 g
Riberalves Lombo De Bacalhau Dessalgado Congelado;R$ 172,90;1 Kg
Fisgo Camarão Cinza Descascado Eviscerado Congelado;R$ 79,90;350 g
Atum Sólido em Óleo sabor Defumado Robinson Crusoé 170g;R$ 10,29;1 Und
Gomes da Costa Filés de Sardinha em Óleo com Limão;R$ 10,99;125 g
Qualitá Lombo Bacalhau Dessalgado Porto;R$ 128,99;800 g
Riberalves Bacalhau da Casa;R$ 44,70;300 g
Camarao Cinza Congelado 80/100;R$ 69,90/kg;A partir de 500g
Ramirez Bacalhau Português Azeite E Alho;R$ 37,99;120 g
Frescatto Anel De Lula;R$ 45,99;400 g
Ramirez Filés de Sardinha em Azeite com Azeitonas;R$ 21,99;100 g
Qualitá Camarão Pequeno Descascado Cozido Congelado;R$ 84,99;400 g
File De Bacalhau Do Porto Ext Limpo;R$ 169,90/kg;A partir de 1000g
Fisgo Camaro sem cabea Cozido 3044;R$ 56,99;350 g
Medalhao Salmao Fco;R$ 149,90/kg;A partir de 500g
Filé  De Salmao Espec Sem Pele Fco Dp;R$ 119,90/kg;A partir de 400g
Posta Dourado Do Mar Fresco;R$ 76,90/kg;A partir de 500g
Escalope De Salmao Fco;R$ 129,90/kg;A partir de 500g
Toletes Salmao Fresco;R$ 129,90/kg;A partir de 500g
File De Pescada Amarela Fresco;R$ 120,44/kg;A partir de 500g
Bacalhau Porto Lombo Extra Limpo1 Kg;R$ 249,90/kg;A partir de 1000g
Iscas De Salmao Fco;R$ 129,90;300 g
Posta De Pescada Amarela;R$ 105,99/kg;A partir de 500g
Posta Salmao M Fresco;R$ 15,98/u;Aprox. 200g/ud
Lombo Bacalhau Porto;R$ 189,90/kg;A partir de 500g
Filé  De Robalo;R$ 220,99/kg;A partir de 500g
Posta De Bacalhau Com Pele;R$ 198,90/kg;A partir de 1000g
Pintado Da Amazonia Inteiro Fco;R$ 28,78/kg;A partir de 1500g
Hamburger De Salmao Fresco;R$ 143,99/kg;A partir de 1000g
Bacalhau Do Porto Em Pedacos Granel;R$ 79,90/kg;A partir de 500g
Lombo Suíno Salgado;R$ 72,99/kg;A partir de 500g
Suino Qualitá Pernil Desossado Temperadp 1 Kg;R$ 19,90/kg;A partir de 2877g
Seara Bacon em Fatias Gourmet;R$ 24,90;250 g
Sadia Filé Mignon Suíno Congelado;R$ 20,69;1 Kg
Lombo Suíno Temperado;R$ 26,90/kg;A partir de 840g
Seara Costela Suína com Molho Barbecue Gourmet Congelada;R$ 69,90;1 Kg
Sadia Linguiça Guanabara Cozida e Defumada Fina;R$ 33,69;500 g
Seara Carne Salgada Jerked Suíno;R$ 14,39;400 g
Suina Carne Salgada;R$ 16,90;500 g
Sadia Filé Mignon Suíno Fatiado em Bife Congelado;R$ 18,69;1 Kg
Perdigão Costela Suína Com Barbecue na Brasa;R$ 36,99/kg;A partir de 1030g
Qualitá Orelha Suína;R$ 9,39;400 g
Paineira Pernil Suíno Salgado;R$ 23,69;350 g
qualita pe Suino salgado;R$ 12,99;300 g
Suina Barriga;R$ 32,90/kg;A partir de 500g
Paineira Sobrepaleta Suíno Salgado Copa Lombo;R$ 23,69;330 g
Paineira Costela Suína Salgada com Osso;R$ 24,99;400 g
Paineira Orelha Suína Salgada;R$ 13,99;350 g
Bacon em Pedaço Qualitá;R$ 14,99;200 g
Ceratti Linguiça Calabresa Fatiada Cozida e Defumada;R$ 10,49;100 g
Prieto Pernil Suíno Salgado;R$ 23,69;330 g
Suino Pernil Suíno;R$ 31,90/kg;A partir de 500g
Rabo Suíno Salgado;R$ 13,99;500 g
Suino Pe Salgado;R$ 28,90/kg;A partir de 500g
Medalhão Filé de Suíno Resfriado;R$ 40,69/kg;A partir de 500g
Suino Orelha Salgada;R$ 27,99/kg;A partir de 500g
Escalope Lombo Suíno Resfriado;R$ 1,24/u;Aprox. 40g/ud
Sadia Lombo Suíno Fatiado Congelado;R$ 18,69;800 g
Sadia Copa Lombo em Bifes sem Osso;R$ 18,90;1 Kg
Lombo Costelinha Com Tambaqui Fco;R$ 51,99/kg;A partir de 500g
Bacon Sadia Emb.;R$ 34,90/kg;A partir de 500g
Fazenda Futuro Frango Vegetal em Pedaços;R$ 19,39;1 X 200 g
Fazenda Futuro Linguiça Vegetal Congelada;R$ 26,90;1 X 250 g
Seara Kibe Incrível 100% Vegetal;R$ 21,69;1 X 300 g
Fazenda Futuro Hambúrguer Vegetal de Plantas;R$ 22,69;1 X 230 g
NotCo Frango Vegetal para Grelhar Not Chicken;R$ 18,39;2 X 90 g
The New Butchers Hambúrguer Vegetal Crispy Frango;R$ 15,39;1 X 240 g
Incrível! Carne Moída Vegetal;R$ 26,49;1 X 200 g
Superbom Carne Vegetal;R$ 22,49;1 X 400 g
Ecobras Tofuburguer com Girassol e Legumes;R$ 32,90;Aprox. 350g/ud
Fazenda Futuro Almôndega Vegana Congelada;R$ 23,69;1 X 275.0 g
Fazenda Futuro Hambúrguer de Carne Vegetal Defumado;R$ 23,69;1 X 230 g
Président Queijo Mussarela Fatiado;R$ 10,69;150 g
Faixa Azul Queijo Parmesão Cilindro;R$ 29,69;195 g
Vigor Requeijão Cremoso Tradicional;R$ 11,90;200 g
Président Queijo Mussarela Fatiado;R$ 14,29;300 g
Vigor Queijo Parmesão Ralado;R$ 7,89;50 g
Président Queijo Parmesão Ralado;R$ 11,69;100 g
Qualitá Queijo Mussarela;R$ 56,90/kg;A partir de 150g
Vigor Requeijão Cremoso Light;R$ 8,33;200 g
Président Queijo Prato Fatiado;R$ 20,41;300 g
Piracanjuba Queijo Mussarela Fatiado;R$ 15,90;150 g
Itambé Requeijão Cremoso Tradicional;R$ 15,90;400 g
Itambé Requeijão Cremoso Tradicional;R$ 8,69;220 g
Danone Requeijão Cremoso Tradicional;R$ 9,99;200 g
Verde Campo Requeijão Cremoso Lacfree Zero Lactose;R$ 10,90;180 g
Aviação Requeijão Cremoso Tradicional;R$ 15,49;250 g
Tirolez Queijo Prato Fatiado Light Zero Lactose;R$ 17,90;150 g
Faixa Azul Queijo Parmesão Ralado;R$ 14,49;100 g
Verde Campo Queijo Minas Padrão Zero Lactose;R$ 53,95/u;Aprox. 450g/ud
Aviação Requeijão Tradicional;R$ 11,49;180 g
Aviação Requeijão Cremoso Light;R$ 11,90;180 g
Poços de Caldas Requeijão Cremoso Tradicional;R$ 8,19;200 g
Canto de Minas Queijo Tipo Cottage;R$ 23,49;400 g
Haciendas Queijo Mussarela Fatiado;R$ 11,90;150 g
Poços de Caldas Requeijão Cremoso Tradicional;R$ 16,90;400 g
Philadelphia Cream Cheese Light;R$ 18,90;300 g
Philadelphia Cream Cheese Light;R$ 10,69;150 g
Tirolez Queijo Prato Fatiado;R$ 74,99/kg;A partir de 350g
Polenghi Creme de Ricota Light;R$ 9,59;150 g
Philadelphia Cream Cheese Original;R$ 10,69;150 g
Nestle Requeijão Cremoso Tradicional;R$ 10,49;200 g
Danone Requeijão Light;R$ 9,99;200 g
Piracanjuba Queijo Prato Fatiado;R$ 10,90;150 g
Polenguinho Queijo Processado Uht Light;R$ 5,95;68 g
Danubio Queijo Cream Cheese Tradicional;R$ 14,49;300 g
Nestlé Requeijão Cremoso Light;R$ 10,49;200 g
Catupiry Requeijão Cremoso Original;R$ 20,90;250 g
Soignon Queijo de Cabra Cremoso;R$ 41,69;140 g
Queijo Parmesão Argentino Importado Ralado;R$ 11,98/u;Aprox. 150g/ud
Polenghi Queijo Sandwich Chedar Fatiado;R$ 73,99/kg;A partir de 140g
Qualita Queijo Prato Lanche Qualita;R$ 40,45/u;Aprox. 500g/ud
Campo Lindo Queijo Brie;R$ 40,77/u;Aprox. 300g/ud
Polenghi Molho sabor Cheddar Clube do Molho;R$ 16,90;220 g
Quatá Queijo Gorgonzola Pedaço;R$ 44,10/u;Aprox. 300g/ud
Président Creme de Ricota Light;R$ 19,49;380 g
Qualitá Mussarela Queijo de Búfala;R$ 30,49;250 g
Ile de France Queijo Petit Camembert;R$ 45,49;125 g
Polenghi Queijo Processado Sabor Queijo Prato Light;R$ 14,69;140 g
Soignon Queijo Cabra Cremoso;R$ 42,49;150 g
Tirolez Queijo de Coalho no Espeto;R$ 98,90/kg;A partir de 250g
