nome;preco;descricao
Bauducco Biscoito Wafer Maxi Cookies;R$ 3,69;1 X 117 g
Kodilar Biscoito De Arroz Recheado Com Amendoim E Canela;R$ 6,99;1 X 40 g
Sol Biscoitosalt Plus Int 20X360G;R$ 6,99;360 g
Bauducco Biscoito Gulosos Morango;R$ 2,59;1 X 140 g
Toddy Biscoito Sabor Chocolate e Baunilha;R$ 3,49;1 X 100 g
Belvita Biscoito ao Leite com Grãos de Aveia;R$ 5,99;1 X 75 g
Bauducco Biscoito Wafer Sabor Triplo Chocolate;R$ 4,49;1 X 140 g
Bauducco Biscoito Cookies com Gotas de Chocolate Original;R$ 3,39;1 X 60 g
Biscoito BelVita Mel e Cacau 75g - 3 unid de 25g;R$ 5,99;1 X 75 g
Naturatta Biscoito Arroz Integral Zero;R$ 4,49;1 X 16 g
Hanuta Biscoito Waffer Recheado;R$ 4,49;1 x 22 g
Biscoito Recheado Trakinas Meio a Meio chocolate e morango 126g;R$ 2,99;1 X 126 g
Itamaraty Biscoito Wafer Look Morango;R$ 3,29;1 X 55 g
Toddy Biscoito Chocolate Recheio Chocolate. 100G;R$ 3,49;1 X 100 g
Natural Life Biscoito Panda Kids Doce De Leite Sem Glúten;R$ 10,90;1 X 100 g
Cristal Alimentos Biscoito Recheado Morango;R$ 2,49;1 X 112 g
Bauducco Biscoito Maizena;R$ 4,99;1 X 170 g
Rapadura Eldorado Mamao C Amendoim 500g;R$ 7,99;500 g
Real Doces Doce De Queijo;R$ 19,90;280 g
Santa Helena Doce de Amendoim Paçoquita;R$ 19,90;1 X 350 g
Airon Pé de Moleque Zero Açúcar;R$ 16,90;1 X 56 g
Santa Helena Paçoquita Paçoca em Rolha;R$ 29,90;1 X 750 g
Predilecta Goiabada;R$ 4,99;1 X 300 g
Predilecta Goiabada Zero Açúcar;R$ 13,90;1 X 300 g
Val Goiabada Flow Pack;R$ 6,49;500 g
St. Pierre Refrigerante Pink Lemonade;R$ 6,99;1 X 275 mL
Predilecta Doce de Goiabada Tradicional;R$ 16,90;1 X 1.01 Kg
Predilecta Goiabada Cascão;R$ 18,90;1 X 1.01 Kg
Yoki Doce Paçoquinha de Amendoim Tipo Rolha;R$ 14,97;1 X 352 g
Predilecta Geleia de Mocotó Natural;R$ 9,49;1 X 180.0 g
Predilecta Doce de Batata Doce Marrom Glacê;R$ 8,49;1 X 350 g
Santa Helena Paçoquita Zero Açúcar com Aveia;R$ 9,99;1 X 88 g
itambe Doce De Leite com chocolate;R$ 26,90;1 X 800 g
Doce De Leite Sonho;R$ 34,90/kg;350 g
Queensberry Geléia Diet Goiaba;R$ 32,90;1 X 280 g
Flormel Doce de Leite com Nozes Zero Açúcar;R$ 9,99;1 X 20 g
Queensberry Geléia de Goiaba Classic;R$ 31,90;1 X 320 g
Predilecta Geléia de Fruta Amora;R$ 16,90;230 g
Queensberry Geleia Agridoce De Alho Caramelizada;R$ 29,90;1 X 310 g
Val Polpas Marrom Glace Flow Pack;R$ 6,99;1 X 300 g
Predilecta Goiabada;R$ 9,49;1 X 500 g
Predilecta Goiabada Light;R$ 34,90;1 X 600 g
Queensberry Geleia Agridoce Gourmet Menta Hortelã;R$ 26,90;1 X 320 g
Predilecta Geleia De Ameixa;R$ 13,90;1 X 230 g
Predilecta Goiabada Gourmet Zero Adição de Açúcar;R$ 21,90;1 X 500 g
Real Doce de Queijo;R$ 17,90;1 X 350 g
doce Real Banana;R$ 13,90;500 g
Predilecta Geleia de Amora Premium;R$ 27,90;320 g
Real Doce de Goiaba Tablete;R$ 13,90;1 X 500 g
Docas Real Doce Bananada;R$ 14,90;1 X 400 g
Real Doce de Goiaba Cristalizado;R$ 14,90;1 X 400 g
Real Doce de Figo Cristalizado;R$ 16,90;1 X 300 g
Tilili Doce De Queijo Ameixa;R$ 14,90;350 g
Eldorado Rapadura Com Mamão;R$ 7,99;500 g
Eldorado Rapadura Com Mamão;R$ 7,99;500 g
St. Dalfour Geleia de Cereja;R$ 41,90;1 X 284 g
Paçoquita Bala Mastigável de Amendoim;R$ 7,49;1 X 140 g
St Dalfour . Geleia De Morango;R$ 8,49;28 g
Santa Helena Doce Amendoim Caseiro;R$ 28,90;20 Und
Santa Helena Doce de Amendoim Paçoquita Esporte com Whey Protein;R$ 19,90;1 X 18 g
Fini Marshmallow Camping para Assar;R$ 19,90;1 X 250.0 g
St Dalfour . Geleia De Framboesa;R$ 8,49;28 g
Natural Life Barra Nuts Sem Gluten;R$ 12,90;50 g
Nutry Barra de Cereal Morango com Chocolate;R$ 3,39;1 X 22 g
Nutry Barra De Cereal Coco;R$ 3,39;1 X 19 g
Nutry Barra de Fruta Morango com Chocolate;R$ 8,49;1 X 60 g
Nutry Barra De Cereal;R$ 3,39;1 X 22 g
Banana Brasil Barra de Fruta Supino Cobertura de Chocolate Branco;R$ 9,99;3 X 24 g
Nutry Barra de Frutas Banana com Chocolate;R$ 3,39;1 X 20 g
Muke Barra de Proteína Mukebar Cookies'n Cream;R$ 18,90;1 X 60 g
Nutrata Barra de Proteína Whey Grego Coffe Cream Cappuccino;R$ 11,90;1 X 40 g
Nutry Barra de Cereal Frutas Vermelhas;R$ 7,99;1 X 66 g
Trío Barra Cereal Sabor Coco e Chocolate;R$ 5,49;1 X 20 g
Nutry Barra Cereal Zero Morango;R$ 4,49;22 g
Supino Barra De Proteína Max Castanha Caramelo;R$ 11,90;1 X 46 g
Protein Crisp Barra Cereal Integral Leite Ninho;R$ 9,99;1 X 45 g
Max Titanium Barra de Cereal Power Protein;R$ 18,90;1 X 90 g
Whey Grego Nutrata Barra Torta De Limão;R$ 11,90;1 X 40 g
Nutry Barra de Cereais Castanha com Chocolate;R$ 7,99;1 X 66 g
Banana Brasil Barra De Frutas Cacau E Especiarias;R$ 3,59;1 X 20 g
Nutry Barra De Ceral Damasco;R$ 8,99;1 X 60 g
Banana Brasil Barra de Fruta com Cobertura de Chocolate Branco;R$ 12,90;1 X 72 g
Whey Grego Nutrata Barra De Proteína Bolo De Festa;R$ 11,90;1 X 40 g
Banana Brasil Barra de Cereal Supino Sabor Banana e Ameixa;R$ 3,69;1 X 24 g
Banana Brasil Barra de Cereal Nutsbar Castanhas e Chocolate;R$ 10,90;1 X 50 g
Banana Brasil Barra Supino Protein Amendoim e Caramelo;R$ 18,90;1 X 92.0 g
Nutry Barra de Ceral Ameixa com Cobertura de Chocolate;R$ 8,49;1 X 60 g
Nutry Barra Nuts Sementes;R$ 8,99;1 X 60 g
Nutry Barra de Frutas Morango;R$ 3,39;20 g
Banana Brasil Barra de Frutas Supino Zero Maçã com Canela;R$ 12,90;1 X 72 g
Nutry Barra de Nuts Morango;R$ 8,99;1 X 60 g
Kodilar Barra Nuts Original Sem Glúten;R$ 6,49;1 X 25 g
Kodilar Barrinha Nuts Dam Noz S Glut;R$ 6,49;25 g
Nuts Bar Barra De Castanhas E Chocolate;R$ 4,99;1 X 25 g
Banana Brasil Barra de Fruta Kids Minions de Banana e Uva;R$ 3,39;1 X 22 g
Supino Barra De Frutas Banana E Açaí Cobertura Chocolate Ao Leite;R$ 3,69;1 X 24 g
Whey Bar Barra De Proteínas Cookies E Cream;R$ 8,49;1 X 40 g
Nutrata Barra Protéica Whey Grego Bar Sabor Brigadeiro;R$ 11,90;1 X 40 g
Nutrata Barra de Proteína Protobar Choco Whey;R$ 21,90;1 X 70 g
Trío Barra de Cereal Zero Açúcar Morango e Chocolate;R$ 5,49;1 X 12 Und
Nutry Barra De Cereais Nuts Sementes;R$ 5,49;30 g
Trío Barra de Cereal Morango com Chocolate;R$ 5,49;1 X 20 g
Supino Barra Protein Bau Cookies R;R$ 7,99;30 g
Nutsbar Barra de Castanha, Morango e Chocolate Branco;R$ 4,99;1 X 25 g
Supino Protein Barra De Proteina;R$ 7,99;1 X 30 g
Probiotica Whey Bar Low Carb Morango;R$ 8,49;40 g
Nutry Barra de Cereal Castanha do Pará Clássico;R$ 3,39;1 X 22 g
Nuts-Bar Barra de Castanhas com Goji e Cranberry;R$ 4,99;1 X 25 g
Supino Barra De Fruta Banana E Pasta De Amendoim;R$ 2,79;1 X 24 g
Banana Brasil Barra de Cereal Salada de Frutas;R$ 3,59;1 X 20.0 g
Biosoft Palitos de Fibra Integral Fibritos Sabor Ameixa;R$ 2,39;1 X 25.0 g
Probiotica Barra Proteínas Whey Bar Frutas Vermelhas;R$ 8,99;1 X 40 g
Whey Grego Nutrata Barra De Proteina Beijinho;R$ 11,90;40 g
Banana Brasil Barra de Frutas Banana Cobertura de Chocolate a;R$ 3,39;1 X 22 g
Nutrata Barra Protobar coconut whey;R$ 21,90;1 X 70 g
Nutry Barra de Nuts Morango;R$ 5,49;1 X 30.0 g
Banana Brasil Barra de Castanha e Proteína Vegana;R$ 10,90;1 X 50 g
Nutrata Grego Barra de Proteína Coffe Caramelo;R$ 11,90;1 X 40 g
Biosoft Palitos Integral Fibritos;R$ 2,39;1 X 25 g
Natural Life Barra Nuts Sem Glúten Saciedade;R$ 6,49;25 g
Nuts Bar Barra De Castanhas Com Proteína Vegana;R$ 4,99;1 X 25 g
Natural Life Barrinha Nuts Original Sem Glúten;R$ 6,49;1 X 25 g
Nexcare Curativo Micropore;R$ 5,99;1 X 10 Und
Cremer Curativo Care Transparente;R$ 8,49;1 X 10 Und
Nexcare Fita Esparadrapo Micropore Branco Original;R$ 7,99;1 X 1 Und
Álcool Zuppetilico 462 Citronel;R$ 14,90;1 L
Cruzeiro Álcool 70% INPM;R$ 8,99;1 X 1 L
Coala Limpador Multiuso Algodão;R$ 18,90;1 X 120 mL
Cruzeiro Agua Oxigenada Cremosa 40 Volumes;R$ 1,99;1 X 90 mL
Start Álcool Líquido 70%;R$ 8,99;1 X 1 L
Cremer Algodão Em Discos;R$ 11,90;1 X 50 Und
York Algodão em Disco Duo Face;R$ 9,49;1 X 50 Und
Algodão em Bolas York 50g;R$ 6,90;1 X 50 g
Band-Aid Curativo Transparente;R$ 20,90;1 X 40 Und
Topz Algodão Bola;R$ 6,49;1 X 50 g
Topz Algodão Hidrófilo;R$ 3,69;1 X 25 g
York Algodão em Rolo;R$ 4,99;1 X 25 g
Band Aid Curativo Tamanhos Variados;R$ 24,90;1 X 30 Und
Nexcare Curativo para Bolhas á Prova D'Água;R$ 29,90;1 X 6 Und
Lysol Desinfetante Spray Brisa da Manhã;R$ 26,90;1 X 360 mL
Band-Aid Curativos Transparentes;R$ 10,90;1 X 10 Und
Salvelox Curativos Tradicional;R$ 10,90;1 X 35 Und
Band-Aid Curativos Pequenos Ferimentos;R$ 14,90;1 X 16 Und
Topz Algodão Quadradinho Pacote;R$ 6,99;150 Und
Band-Aid Curativo Skin-Flex;R$ 18,90;1 X 25 Und
Topz Algodão Hidrófilo;R$ 5,99;1 X 50 g
Band-Aid Curativos Ultra Protection;R$ 20,90;1 X 15 Und
Cremer Curativo Bege;R$ 13,90;40 Und
Cremer Curativo Marrom;R$ 5,49;1 x 10 Und
Only Água Oxigenada Cremosa 20v;R$ 2,69;1 x 100 mL
Cremer Curativos Variados 6 Formas;R$ 20,90;30 Und
Nexcare Curativo superflexíveis Variados;R$ 23,90;1 X 24 Und
Cremer Curativo Prova Dágua;R$ 15,99;15 Und
Algodão Em Bolas Topz;R$ 10,90;95 g
Topz Algodão Disco Branco Leve 100 Pague 85;R$ 14,90;1 x 100 Und
Cremer Curativo Bege;R$ 5,99;10 Und
Nexcare Curativo Duo Remoção Sem Dor Tamanhos Diferentes;R$ 15,90;1 x 6 Und
Discos de Algodão Topz;R$ 8,90;1 x 50 Und
Nexcare Curativo Superflexivel Redondo;R$ 14,90;1 X 15 Und
Cremer Curativo Extra Grande Bege;R$ 16,90;1 X 8 g
Cremer Curativo Acnes Espinha Advanced;R$ 25,90;1 X 24 Und
Only Água Oxigenada Cremosa 30v;R$ 2,69;1 x 100 mL
Algodão Topz Multiuso Hidrófilo;R$ 4,99;1 x 50 g
Topz Algodão;R$ 3,39;25 g
Prudence Preservativo Lubrificante Cores e Sabores Melancia;R$ 6,49;1 X 3 Und
Prudence Preservativo Cores e Sabores Churros;R$ 14,90;3 Und
Prudence Preservativo Morangão Grande Lubrificado;R$ 7,99;3 X 1 Und
Prudence Preservativo Cores e Sabores Lubrificante Com Aroma Uva;R$ 6,49;1 X 3 Und
Prudence Ultra Sensível - Preservativo Extra Fino - 3 Un;R$ 7,49;3Und
Preservativo Camisinha Jontex Extra Lubrificado - Display 12X3 Unidades;R$ 7,99;12 x 3 Und
Jontex Preservativo Lubrificado;R$ 6,99;1 X 3 Und
Prudence Preservativo Clássico Comum;R$ 6,49;1 X 3 Und
Preservativo Camisinha Jontex Sensitive - 6 Unidades;R$ 16,90;1 x 6 Und
Prudence Preservativo Lubrificante Com Aroma Morango;R$ 6,49;3 Und
Prudence Camisinha Super Sensitive;R$ 15,90;1 X 6.0 Und
Prudence Preservativo Cores Sabores Lubrificante Aroma Hortelã;R$ 10,90;1 X 6 Und
Prudence Cores e Sabores Preservativo Lubrificante;R$ 6,49;1 X 3 Und
Prudence Neon Preservativo Fosforescente Que Brilha no Escuro;R$ 14,90;1 X 3 Und
Prudence Preservativo Caipirinha Contém 3 Unidades;R$ 6,49;1 X 3 Und
Prudence Preservativo Cores e Sabores;R$ 10,90;1 X 8 Und
Prudence Preservativo Com Aroma Chocolate;R$ 6,49;3 Und
Jontex Preservativo Sensation T79956 3 Und;R$ 9,49;3 Und
Prudence Preservativo Cabeção;R$ 8,49;1 X 3 Und
Prudence Preservativo Extra Grande Proporcional;R$ 8,99;1 X 1 Und
Prudence Preservativo Cores e Sabores Lubrificante Com Aroma;R$ 6,49;1 Und
Prudence Preservativo Cores e Sabores Morango;R$ 10,90;1 X 6 Und
Prudence Preservativo Mix Sabores;R$ 21,90;12 Und
Prudence Preservativo Lubrificado Efeito Retardante;R$ 16,90;1 X 8 Und
Prudence Preservativo Extra Grande Ultra Sensível;R$ 15,90;1 X 8 Und
Prudence Preservativo Efeito Retardante;R$ 16,90;6 Und
Ternura Fraldas Desc Geriatrica Md;R$ 19,90;8 Und
Absorvente Ultra Plenitud Femme - 8 unidades;R$ 10,90;1 X 8 Und
Plenitud Protetor Médio Femme;R$ 9,90;1 X 14 Und
Plenitud Roupa Íntima Femme P/M;R$ 38,90;1 X 8.0 Und
Roupa Íntima Plenitud Plus para Incontinência P/M-8 un;R$ 35,90;1 X 8 Und
Roupa Íntima Plenitud Plus para Incontinência G/XG-8 un;R$ 35,90;1 X 8 Und
Plenitud Roupa Íntima Descartável Femme G/XG;R$ 38,90;1 X 8 Und
Bigfral Fralda Plus Regular M;R$ 26,90;1 X 8 Und
Bigfral Fralda Descartável Plus Regular XG;R$ 26,90;1 X 7 Und
Kisses Absorvente Pos Parto Max 10 Und;R$ 6,49;10 Und
Kiarjo Bicarbonato Sódio;R$ 2,39;50 g
Kodilar Colágeno Hidrolisado;R$ 39,90;1 X 100 g
Coxão Mole Peça;R$ 39,90/kg;A partir de 1000g
Coxão Duro Peça;R$ 39,90/kg;A partir de 1000g
Maturatta Picanha Bovina;R$ 99,90/kg;A partir de 500g
Picanha Montana;R$ 69,90/kg;A partir de 500g
Filé Mignon Suíno Strogonoff na Bandeja;R$ 79,90/kg;A partir de 500g
Angus Chorizo;R$ 19,90;300 g
Alcatra Bovina;R$ 48,90/kg;A partir de 500g
Acém Bovino;R$ 29,90/kg;A partir de 500g
Contra Filé Maturatta;R$ 54,90/kg;A partir de 500g
Picanha Prime Angus Minerva;R$ 89,90/kg;A partir de 500g
Contra Filé Di Prima;R$ 59,90/kg;A partir de 500g
Suina Costelinha Suína;R$ 24,90/kg;A partir de 500g
Minerva Cupim Grill;R$ 44,90/kg;A partir de 500g
Fígado Bovino;R$ 12,90/kg;A partir de 570g
VPJ Prime Rib Steak Angus Corte Congelado;R$ 19,90;700 g
Picanha Fatiada Di Prima;R$ 64,90/kg;A partir de 500g
Contra Filé;R$ 45,90/kg;A partir de 600g
Costela;R$ 24,90/kg;A partir de 500g
Carne Panela Em Cubo;R$ 43,90/kg;A partir de 500g
Cupim;R$ 54,90/kg;A partir de 1000g
Maturatta Fralda Bov Cong;R$ 64,90/kg;A partir de 1000g
Alcatra Baby Beef;R$ 51,90/kg;A partir de 500g
Carne Para Strogonoff de Coxão Mole;R$ 15,71/u;Aprox. 350g/ud
Rabada;R$ 27,90/kg;A partir de 500g
Alcatra Bovina;R$ 45,90/kg;A partir de 500g
Coxão Mole Bovino;R$ 43,90/kg;A partir de 500g
Coxão Mole Bovino;R$ 40,90/kg;A partir de 500g
Bovino Lagarto;R$ 42,90/kg;A partir de 500g
Suina Barriga;R$ 24,90/kg;A partir de 500g
Coxão Duro Bovino Distriboi Pedaço;R$ 43,90/kg;A partir de 1000g
Coxão Duro Bovino Distriboi Pedaço;R$ 39,90/kg;A partir de 1000g
Patinho Bovino Peça;R$ 39,90/kg;A partir de 500g
Patinho Bovino Peça;R$ 40,90/kg;A partir de 500g
Brochete;R$ 44,90/kg;A partir de 500g
Picanha Bovina Fatiada;R$ 119,90/kg;A partir de 1000g
Contra Filé Bife;R$ 49,90/kg;A partir de 500g
Maminha da Alcatra;R$ 44,90/kg;A partir de 500g
Maminha da Alcatra;R$ 45,90/kg;A partir de 500g
Fraldinha Embalada;R$ 39,90/kg;A partir de 500g
Bife Á Role;R$ 43,90/kg;A partir de 500g
Carne Salgada;R$ 17,90/kg;A partir de 500g
Bife Lombo Suíno;R$ 30,90/kg;A partir de 500g
Cupim;R$ 52,90/kg;A partir de 500g
Boua Hambúrguer Misto Carne e Frango;R$ 1,69;56 g
Maturatta Cupim Bov Cong;R$ 54,90/kg;A partir de 1000g
Fraldinha Fatiada;R$ 39,90/kg;A partir de 1100g
Marfrig Bife De Músculo Bovino;R$ 29,90/kg;A partir de 500g
Picanha Fatiada;R$ 59,90/kg;A partir de 500g
Picanha Grill Minerva;R$ 69,90/kg;A partir de 500g
Contra Filé Peça;R$ 44,90/kg;A partir de 1000g
Lagarto Gordura Sem Capa;R$ 44,90/kg;A partir de 500g
Alcatra Maturatta;R$ 59,99/kg;A partir de 500g
Bombom Alcatra;R$ 51,90/kg;A partir de 500g
Paleta Cordeiro;R$ 29,90/kg;A partir de 500g
Lagarto Peça;R$ 39,90/kg;A partir de 1000g
Carne Homogenizada Patinho;R$ 42,90/kg;A partir de 500g
File Mignon Bovino;R$ 79,90/kg;A partir de 500g
Carne Homogenizada Dianteiro Hiper Moreira;R$ 29,90/kg;A partir de 500g
Fraldinha bife;R$ 44,90/kg;A partir de 500g
Bovino Bucho;R$ 14,90/kg;A partir de 500g
Perdigão Chester Com Azeite Ervas;R$ 10,90/kg;A partir de 3500g
Super Frango Filé de Peito Congelado;R$ 19,90;1 Kg
Super Frango Filezinho De Sassami Congelado;R$ 19,90;1 Kg
Super Frango Frango à Passarinho Congelado;R$ 13,90;1 Kg
Sadia Ave Supreme;R$ 9,90/kg;A partir de 500g
Super Frango Coxinhas de Asas;R$ 15,90;1 Kg
Sadia Empanado Steak à Base de Frango;R$ 2,49;100 g
Asa Frango Resfriado Super Frango;R$ 16,90/kg;A partir de 500g
Sadia Peito de Frango Cozido em Cubos;R$ 17,90;400 g
Seara Coxinha da Asa de Frango;R$ 17,90;1 Kg
Coração Frango Resfriado Super Frango;R$ 39,90/kg;A partir de 500g
Super Frango Filé De Peito Congelado;R$ 21,90;1 Kg
Filé Peito Frango Resfriado Super Frango;R$ 21,90/kg;A partir de 500g
Perdigão Chester Congelado;R$ 10,90/kg;A partir de 500g
Pescoco Frango Frangoiano Resfriado;R$ 5,99/kg;A partir de 500g
Aurora Linguiça de Frango;R$ 26,90;800 g
Pé Frango Resfriado Frangoiano;R$ 10,90/kg;A partir de 500g
Super Frango Coxinha da Asa Super Frango;R$ 15,90;1 Kg
Seara Frango À Passarinho Temperado Congelado;R$ 13,90;8 g
Coxinha da Asa Frango Resfriada;R$ 14,90/kg;A partir de 500g
Super Frango Empanado de Frango em Tirinha;R$ 9,99;300 g
Super Frango Meio Asa Congelado Bdj;R$ 29,90;1 Kg
Filé Mignon Suíno Defumado Casarão Peça;R$ 59,90/kg;A partir de 1000g
Aurora Filé de Tilápia Congelada;R$ 29,90;400 g
Aurora Filé de Tilápia Congelado;R$ 47,90;800 g
Frescatto Lombo de Atum sem Pele Resfriado Alfresco;R$ 23,90;400 g
Friocenter Filé de Tilapia;R$ 29,90;400 g
Peixe Filé Tilápia Boua 400 g;R$ 28,90;400 g
Maris Camarão Descascado Congelado;R$ 32,90;200 g
Costa Sul Postas Cação;R$ 49,90;800 g
Iogurte Líquido Zero Lactose Corpus Amora E Maracujá 800G;R$ 14,90;800 g
Tambaqui;R$ 21,90/kg;A partir de 500g
Costa Sul Steak Peixe Empanado;R$ 4,49;100 g
Peixinho Embalado Pedaço;R$ 39,90/kg;A partir de 500g
Seara Bacon em Fatias Gourmet;R$ 29,90;250 g
Aurora Bacon Defumado em Fatias;R$ 19,90;200 g
Bife Pernil Suíno;R$ 26,90/kg;A partir de 500g
Salgadinho Costelinha Com Limão Torcida Jr. 38 g;R$ 1,89;38 g
Suina Orelha;R$ 11,90/kg;A partir de 600g
Paineira Costela Suína Salgada com Osso;R$ 11,79;400 g
Paineira Orelha Suína Salgada;R$ 9,99;330 g
Toucinho;R$ 13,90/kg;A partir de 100g
Paleta Suína Com Osso;R$ 12,90/kg;A partir de 600g
Suino Pe;R$ 11,90/kg;A partir de 500g
Suino Pernil Especial Sem Osso;R$ 21,90/kg;A partir de 500g
Aurora Lombo Defumado Cozido Fatiado;R$ 8,49;180 g
Sadia Linguiça Mista Cozida e Defumada Fininha;R$ 12,90;215 g
Lombo Bem Leve Ft 18;R$ 4,79;1 Und
Maris Camarão Sem Cabeça Cozido Congelado;R$ 49,90;400 g
Costa Sul Kani Kama Congelado;R$ 19,90;200 g
Colombina Cerveja Session IPA;R$ 8,99;1 X 355 mL
Brahma Cerveja Duplo Malte Puro Malte 350 mL;R$ 4,49;1 X 350 mL
Antarctica Cerveja Pilsen Original;R$ 3,59;1 X 269 mL
Cerveja Devassa Puro Malte Lata 350ml;R$ 3,39;1 X 350 mL
Skol Cerveja Pilsen;R$ 3,19;1 X 269 mL
Império Cerveja Puro Malte;R$ 2,59;1 X 269.0 mL
Colombina Cerveja Tesourinha;R$ 19,90;1 X 600 mL
Colombina 1929 Cerveja;R$ 19,90;1 X 600 mL
Cerveja Original, Pilsen, 350Ml, Lata;R$ 4,49;1 X 350 mL
Skol Cerveja Pilsen;R$ 3,69;1 X 350 mL
Império Cerveja Pilsen Puro Malte;R$ 2,99;1 X 350 mL
Esmera de Goiás Cerveja Pilsen com Mandioca;R$ 2,49;1 X 350 mL
Brahma Cerveja Duplo Malte;R$ 3,29;1 X 269 mL
Itaipava Cerveja Pilsen;R$ 2,99;1 X 350 mL
Brahma Cerveja Chopp Pilsen;R$ 3,89;1 X 350.0 mL
Cerveja Bohemia, Puro Malte, 350Ml, Lata;R$ 3,79;1 X 350.0 mL
ImperioCerveja Puro Malte Gold;R$ 4,49;1 X 210 mL
Potiguar Chopp Triplo Malte;R$ 12,90;1 X 1.5 L
Imperio Cerveja Lager Long Neck Puro Malte;R$ 2,77;1 X 275 mL
Cacildis Cerveja Puro Malte;R$ 4,49;1 X 350 mL
Colombina Cerveja Pilsen Puro Malte;R$ 8,49;1 X 355 mL
Itaipava Cerveja Pilsen Latão;R$ 3,79;1 X 473 mL
Itaipava Cerveja 100% Puro Malte;R$ 3,19;1 X 350 mL
Imperio Cerveja Lager;R$ 4,99;1 X 473. mL
Cerveja Antarctica Subzero, Pilsen, 350Ml, Lata;R$ 3,29;1 X 350 mL
Colombina Cerveja Weiss;R$ 19,90;1 X 600 mL
Itaipava Cerveja Pilsen;R$ 2,69;1 X 269 mL
Antarctica Cerveja Antartica Lata;R$ 3,49;1 X 350 mL
Bohemia Cerveja Puro Malte;R$ 3,19;1 X 269 mL
Imperio Cerveja Lager;R$ 3,49;1 X 350 mL
Brahma Cerveja Malzbier;R$ 4,99;1 X 350 mL
Imperio Cerveja Puro Malte Long Neck;R$ 3,79;1 X 275 mL
Colombina Cerveja Pepper Lager;R$ 16,90;1 X 600 mL
Colorado Cerveja Lager Ribeirão;R$ 13,90;1 X 600 mL
Skol Beats Bebida Mista Alcoólica Senses;R$ 8,99;1 x 269 mL
Cerveja Brahma Zero, 350Ml, Lata;R$ 3,99;1 X 350 mL
Cerveja Colorado, Appia, 350Ml, Lata;R$ 6,99;1 X 350 mL
Skol Cerveja Puro Malte;R$ 3,19;1 X 269 mL
Brahma Cerveja Chopp Pilsen 269 mL;R$ 3,19;1 X 269.0 mL
Black Princess Cerveja Puro Malte Gold;R$ 3,99;1 X 350 mL
Caracu Cerveja Escura;R$ 4,99;1 X 350 mL
Colombina Cerveja Ipa;R$ 19,90;1 X 600 mL
Itaipava Cerveja Pilsen Zero Álcool;R$ 3,49;1 X 350 mL
Cerpa Cerveja Prime;R$ 7,49;1 X 350 mL
Schin Cerveja Pilsen;R$ 3,19;1 X 350.0 mL
Beats Senses Drink Pronto;R$ 6,99;1 X 269 mL
Antarctica Cerveja Pilsen;R$ 2,99;1 X 269 mL
Itaipava Cervejapuro Malte 100% Malte Long Neck 330Ml Pac12;R$ 3,59;1 X 330 mL
Itaipava Cerveja Malzbier;R$ 3,99;1 X 330 mL
Imperio Cerveja Puro Malte;R$ 7,49;1 X 600 mL
Colombina Cerveja Pilsen;R$ 13,90;1 X 600 mL
Cerpa Cerveja Tijuca Puro Malte;R$ 6,49;1 X 350 mL
Brahma Cerveja Chopp Pilsen Long Neck;R$ 4,99;1 X 355 mL
Caracu Cerveja Long Neck;R$ 5,99;1 X 355 mL
Colombina Cerveja Session Ipa;R$ 16,90;1 X 600 mL
Cabaré Cerveja Puro Malte;R$ 3,79;1 X 350 mL
Cerveja Devassa Puro Malte Lata 269ml;R$ 1,97;1 X 269 mL
Itaipava Cerveja 100% Malte;R$ 2,69;1 X 269 mL
Cacildis Cerveja Puro Malte;R$ 4,99;1 X 330 mL
Cerveja Colorado Indica 350Ml;R$ 6,49;1 X 350 mL
Heineken Cerveja Puro Malte Lager;R$ 6,99;1 X 330 mL
Heineken Cerveja;R$ 4,49;1 X 269 mL
Spaten Cerveja Puro Malte;R$ 4,99;1 X 350 mL
Corona Cerveja Extra;R$ 7,49;1 X 330 mL
Cerveja Budweiser, American Lager, 269Ml, Lata;R$ 3,19;1 X 269 mL
Coronita Cerveja Pilsen Extra;R$ 4,99;1 X 210 mL
Amstel Cerveja Lager Puro Malte;R$ 3,19;1 X 269 mL
Spaten Cerveja Puro Malte Long Neck;R$ 6,49;1 X 355.0 mL
Beck's Cerveja Puro Malte German Lager;R$ 5,49;8 X 350 mL
Budweiser Cerveja Lager;R$ 4,49;1 X 350 mL
Budweiser Cerveja American Lager Long Neck;R$ 5,49;1 X 330 mL
Heineken Cerveja Lager Puro Malte;R$ 12,90;1 X 600 mL
Stella Artois Cerveja Puro Malte;R$ 6,49;1 X 330 mL
Beck's Cerveja Puro Malte Long Neck;R$ 6,49;1 X 330.0 mL
Stella Artois Cerveja Puro Malte 350 mL;R$ 5,49;1 X 350 mL
Petra Cerveja Puro Malte;R$ 3,39;12 X 350 mL
Cerveja De Baixa Caloria Michelob Ultra, Sem Glúten, Lata 350Ml;R$ 4,99;1 X 350.0 mL
Spaten Cerveja Puro Malte;R$ 3,59;1 X 269 mL
Petra Cerveja Puro Malte;R$ 2,89;1 X 269.0 mL
Budweiser Cerveja Zero Álcool;R$ 4,49;1 X 350 mL
Sol Cerveja Premium Long Neck;R$ 6,99;1 X 330 mL
Patagonia Cerveja Weisse;R$ 6,99;1 X 355 mL
Patagonia Cerveja Weisse;R$ 6,49;1 X 350 mL
